Protein 1,Protein 2,Max ipTM,Max LIS,Max LIA,Min Distance,Min SASA,Max Change in SASA Ratio
M36,M36_small_2,0.677,0.261,2707,6.6998196,0.0,0.0
M36,Original_8,0.473,0.122,7138,6.677369,0.0,0.0
M36,Original_9,0.414,0.154,4477,4.631622,0.0,0.0
M36,Pepsin_1511,0.397,0.023,409,7.852287,6.562558768448928,52.52147873908706
M36,Pepsin_1546,0.586,0.197,4114,6.6590366,0.0,0.0
M36,Pepsin_1630,0.427,0.041,2717,9.877018,6.430389564573205,51.46370199738459
M36,Pepsin_1694,0.566,0.217,5547,5.1128454,0.0,0.0
M36,Pepsin_1703,0.467,0.127,4400,5.971864,1.4237880559763876,11.394862392768207
M36,Pepsin_1710,0.365,0.059,2088,4.6646485,0.4868952785697217,3.896720916924544
M36,Pepsin_1814,0.506,0.176,4512,6.070687,0.1044192219602581,0.8356880509024259
M36,Pepsin_1869,0.503,0.133,4126,6.5288453,0.0,0.0
M36,Pepsin_1890,0.572,0.218,5299,5.062245,0.0,0.0
M36,Pepsin_1979,0.501,0.144,4662,6.094041,0.0,0.0
M36,Pepsin_2001,0.48,0.125,4422,5.969623,0.0,0.0
M36,Pepsin_2081,0.424,0.037,4097,6.8567247,0.0,0.0
M36,Pepsin_2208,0.472,0.131,4675,5.820457,0.0,0.0
M36,Pepsin_221,0.411,0.03,2673,4.979661,1.0209487552602157,8.170858385435901
M36,Pepsin_2221,0.499,0.167,5280,5.00044,0.0,0.0
M36,Pepsin_224,0.534,0.183,5832,4.846319,0.0,0.0
M36,Pepsin_2320,0.434,0.078,3988,6.782967,0.0,0.0
M36,Pepsin_2375,0.457,0.127,3948,6.1990595,1.7476335857913023,13.986663351671089
M36,Pepsin_2565,0.475,0.133,4876,4.8729634,0.0,0.0
M36,Pepsin_405,0.489,0.152,4645,4.3130474,0.0,0.0
M36,Pepsin_441,0.503,0.124,4960,4.992998,0.1873159601277347,1.49912733195466
M36,Pepsin_716,0.643,0.285,5214,6.6856017,0.0,0.0
M36,Pepsin_770,0.492,0.131,4517,4.303665,0.3413197207631234,2.731650426275498
M36,Pepsin_840,0.453,0.096,4391,6.3354416,0.4661374913556161,3.730592167712014
M36,Pepsin_909,0.426,0.043,4262,5.2189164,3.572338182806617,28.590141519060563
M36,S8B_1042,0.516,0.176,5443,3.6702764,0.0,0.0
M36,S8B_1071,0.493,0.157,4633,6.232835,1.586294483239917,12.69543403953515
M36,S8B_1097,0.441,0.047,3601,5.8191,0.0031580432189762,0.0252744555340233
M36,S8B_1280,0.347,0.011,5,6.5167875,0.0,0.0
M36,S8B_1357,0.504,0.164,5973,5.0673375,0.0,0.0
M36,S8B_1414,0.452,0.155,4171,5.3445425,0.0,0.0
M36,S8B_1664,0.485,0.17,5698,5.1090684,0.0,0.0
M36,S8B_1726,0.502,0.165,5851,5.23819,2.607655969763746,20.869595596348507
M36,S8B_1779,0.503,0.161,5118,4.0516167,0.1401058785769408,1.1212955468342607
M36,S8B_1913,0.564,0.215,5723,6.072145,0.0,0.0
M36,S8B_2253,0.458,0.153,4681,4.772943,0.0,0.0
M36,S8B_2365,0.424,0.025,2934,7.5803185,0.3173955066821483,2.5401801255073897
M36,S8B_2791,0.501,0.167,6073,5.38962,0.0,0.0
M36,S8B_2829,0.5,0.15,3690,6.2678933,0.0,0.0
M36,S8B_30,0.453,0.093,4840,4.451927,0.0,0.0
M36,S8B_3054,0.708,0.299,7364,5.9321585,0.0,0.0
M36,S8B_3165,0.429,0.093,3488,6.3899274,0.0,0.0
M36,S8B_3196,0.487,0.191,4660,5.130594,0.0,0.0
M36,S8B_512,0.52,0.19,4681,5.8887997,0.0,0.0
M36,S8B_517,0.468,0.134,4083,5.2845016,0.0,0.0
M36,S8B_543,0.465,0.131,4456,5.82761,0.0,0.0
M36,S8B_544,0.433,0.077,3966,3.6510353,0.5878319871253646,4.704537712087752
M36,S8B_69,0.472,0.135,4295,5.7458615,0.8705543077841223,6.967221350813305
M36,S8B_77,0.464,0.143,4323,5.561216,0.0,0.0
M36,S8B_884,0.51,0.154,4958,5.8597603,0.1510850011980599,1.2091636750545012
M36,Thermolysin_1,0.459,0.107,5227,6.447222,0.0012457482645122,0.0099699741057399
M36,Thermolysin_1166,0.446,0.061,3590,7.7343364,3.590071185924642,28.732062312322064
M36,Thermolysin_1225,0.486,0.108,3800,6.233788,0.2588592528653508,2.0717027040044087
M36,Thermolysin_1445,0.484,0.092,4426,7.2258925,1.926811790879165,15.420662592070151
M36,Thermolysin_164,0.534,0.18,6217,5.697661,0.0,0.0
M36,Thermolysin_1713,0.538,0.169,5799,5.464175,1.4315211025404078,11.456751520931634
M36,Thermolysin_2182,0.519,0.16,4998,4.966308,0.0,0.0
M36,Thermolysin_2311,0.433,0.09,3833,5.839321,0.0,0.0
M36,Thermolysin_3085,0.542,0.173,4691,6.068607,0.0,0.0
M36,Thermolysin_3395,0.491,0.135,5625,5.049375,1.3356228320675465,10.689258359884327
M36,Thermolysin_350,0.402,0.061,2325,6.8767385,0.0,0.0
M36,Thermolysin_358,0.514,0.155,4396,6.1326003,0.5933549972172101,4.748739473527092
M36,Thermolysin_420,0.549,0.155,4262,6.9919343,0.7739783088438792,6.194304192428005
M36,Thermolysin_63,0.699,0.295,6752,5.331096,0.0,0.0
M36,Thermolysin_777,0.739,0.438,9840,6.734013,0.0,0.0
M36,Trypsin_1567,0.635,0.296,6456,6.761173,0.0,0.0
M36,Trypsin_2373,0.524,0.153,6923,5.633974,4.785848930319118,38.302112287467935
M36,Trypsin_2494,0.52,0.182,5076,5.992419,0.0,0.0
M36,Trypsin_2681,0.532,0.186,4958,4.3866425,0.0,0.0
M36,Trypsin_3075,0.397,0.02,480,10.175566,8.270149564934123,66.18767158810823
M36,Trypsin_3575,0.438,0.117,3219,6.569872,0.0,0.0
M36,Trypsin_4265,0.528,0.169,6116,7.8795767,0.0,0.0
M36,Trypsin_4530,0.534,0.141,6796,5.711949,0.995370492669593,7.966150401517351
M36,Trypsin_4654,0.492,0.113,6551,5.9156094,2.5018153401271963,20.02253173371105
M36,Trypsin_4901,0.567,0.22,5797,5.78196,0.0,0.0
M36,Trypsin_510,0.513,0.155,5802,7.6649523,0.0,0.0
M36,Trypsin_735,0.491,0.175,4690,5.065284,0.0,0.0
M36,aspartic_peptide_inhibitor_1,0.578,0.178,4734,6.8627033,4.189706854365206,33.53106726182638
M36,aspartic_peptide_inhibitor_2,0.614,0.205,4412,6.0165133,0.0,0.0
M36,aspartic_peptide_inhibitor_3,0.605,0.195,4792,5.5436873,1.1054372816635527,8.847037068135677
M36,aspartic_peptide_inhibitor_4,0.525,0.172,4271,5.8830423,0.0,0.0
M36,aspartic_peptide_inhibitor_5,0.544,0.176,4471,6.611227,0.0,0.0
M36,aspartic_peptide_inhibitor_6,0.624,0.213,3529,4.3459673,0.0,0.0
M36,aspin,0.233,0.0,0,11.347002,9.39831947655682,75.21664246944235
M36,cp-113972,0.807,0.354,3000,6.9117246,0.0,0.0
M36,h-256_peptide,0.59,0.19,3066,6.457883,0.0,0.0
M36,pepstatin_a,0.617,0.2,3088,6.02843,0.0,0.0
M36,potato_cathepsin_d_inhibitor,0.254,0.014,429,9.303061,7.230005192954356,57.8631868183622
M36,saccharopepsin_inh,0.301,0.038,1427,10.04828,9.58564405913742,76.7158388086228
M36,sqapi,0.315,0.038,1679,7.4607406,2.497637279226436,19.98909387136003
