Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,Distances,SASA,Change in SASA,MSA_depth_inhibitors,MSA_depth_peptidase
pepsin,M36_354,0.15,4207.2,0.45899999999999996,0.9190000000000002,0.5508,90.6564,10.632709,7.377918852505296,59.17483840636265,10.0,41918.0
pepsin,M36_363,0.18280000000000002,3640.2,0.5232,0.9348000000000001,0.6056,93.17,9.1706456,3.847381511721261,30.85804869843809,10.0,41918.0
pepsin,M36_382,0.1648,3729.4,0.4756,0.9286000000000001,0.5662,92.2456,9.91596,3.3901050399227906,27.190447865919076,19.0,41918.0
pepsin,M36_408,0.1966,3786.8,0.5176000000000001,0.9344000000000001,0.6012,92.8516,7.388424379999999,1.0163372409845661,8.151565936674414,1.0,41918.0
pepsin,M36_409,0.1726,4017.2,0.47940000000000005,0.9269999999999999,0.5690000000000001,91.5726,9.5231184,7.527495948532064,60.37452637577849,8.0,41918.0
pepsin,M36_44,0.1916,3487.2,0.5054000000000001,0.9342,0.5912,92.7148,8.051719219999999,4.677114287723437,37.51294744725245,8.0,41918.0
pepsin,M36_455,0.17980000000000002,3935.2,0.4568,0.9254000000000001,0.5504,91.3854,6.59235042,1.7741573302710953,14.22968663996708,2.0,41918.0
pepsin,M36_456,0.178,3772.8,0.4554,0.9269999999999999,0.5496000000000001,91.5996,7.656018259999999,2.90955751343179,23.336200781454842,2.0,41918.0
pepsin,M36_468,0.1804,4462.6,0.4673999999999999,0.9238,0.5588,90.9294,6.634245680000001,0.8223080236201664,6.595348280559565,7.0,41918.0
pepsin,M36_70,0.18159999999999998,3253.0,0.48739999999999994,0.9296000000000001,0.576,92.4238,9.6382598,4.237976474839647,33.99082831921437,89.0,41918.0
pepsin,M36_8,0.16799999999999998,3627.6,0.46299999999999997,0.923,0.5549999999999999,91.4866,9.9574594,5.377675572701875,43.1318220460529,90.0,41918.0
pepsin,M36_86,0.2542,4213.8,0.608,0.9384,0.674,93.7886,7.87016486,0.21008849963452142,1.6850216525065882,14.0,41918.0
pepsin,M36_98,0.1628,4145.0,0.47640000000000005,0.9232000000000001,0.5660000000000001,91.6072,10.964631,5.792964829876102,46.462663056433286,6.0,41918.0
pepsin,M36_small_1,0.219,2310.0,0.579,0.9421999999999999,0.6514,94.98780000000001,9.2748222,6.597385282436328,52.91454349082714,3.0,41918.0
pepsin,M36_small_2,0.2536,2001.0,0.614,0.945,0.6804,95.3072,9.101572200000001,6.560908043986464,52.62197661201848,3.0,41918.0
pepsin,Original_8,0.1568,5939.0,0.4686,0.9108,0.5574,88.7718,6.861511439999999,0.9618950116867264,7.7149102637690605,14.0,41918.0
pepsin,Original_9,0.2042,5004.6,0.483,0.9218,0.5708,90.9616,7.722902500000001,0.23404502659459028,1.877165757094885,11.0,41918.0
pepsin,Pepsin_1511,0.1782,3781.2,0.5042,0.9269999999999999,0.5888,92.092,9.7996078,6.293520426163271,50.4773855162277,81.0,41918.0
pepsin,Pepsin_1546,0.21760000000000002,3489.4,0.5702,0.9384,0.644,93.6836,8.194048519999999,0.921702024363967,7.392541100128065,7.0,41918.0
pepsin,Pepsin_1630,0.13140000000000002,3909.6,0.441,0.9176,0.5362,90.66380000000001,9.5127268,8.87183250699906,71.15682151908132,122.0,41918.0
pepsin,Pepsin_1694,0.1774,4094.4,0.4678,0.9258000000000001,0.5592,91.4244,8.2781844,1.1741504622159173,9.41731201648955,8.0,41918.0
pepsin,Pepsin_1703,0.1998,4983.8,0.5336000000000001,0.9284000000000001,0.6123999999999999,91.955,9.1804782,7.622780032542198,61.138755474351925,8.0,41918.0
pepsin,Pepsin_1710,0.2082,5230.8,0.5486,0.929,0.6244,91.95320000000001,8.8172583,1.9551132403153182,15.681049409009612,5.0,41918.0
pepsin,Pepsin_1814,0.1758,3409.0,0.45759999999999995,0.9296000000000001,0.5518,92.06379999999999,7.9749346,3.6382055849181945,29.180346366042624,2.0,41918.0
pepsin,Pepsin_1869,0.1876,3328.8,0.4934,0.9332,0.5811999999999999,92.7316,8.60700746,2.5367103933706905,20.34576831384898,3.0,41918.0
pepsin,Pepsin_1890,0.2112,3789.4,0.51,0.9278000000000001,0.5936,91.87480000000001,7.67287694,1.14008221226029,9.14406650834368,1176.0,41918.0
pepsin,Pepsin_1979,0.18439999999999998,3722.2,0.49160000000000004,0.9322000000000001,0.5798,92.4442,8.45296624,4.707675670006577,37.758066009035744,10.0,41918.0
pepsin,Pepsin_2001,0.3842,5976.0,0.6881999999999999,0.9408,0.7388,94.303,7.31170592,0.05194649581911546,0.4166385612697744,3.0,41918.0
pepsin,Pepsin_2081,0.1484,3657.0,0.4582,0.923,0.5514,91.63579999999999,11.1679436,7.7843169474908125,62.43436756088236,84.0,41918.0
pepsin,Pepsin_2208,0.21939999999999998,4357.0,0.5288,0.9322000000000001,0.6096,92.7826,9.165262,3.548571447405858,28.461432847336045,3.0,41918.0
pepsin,Pepsin_221,0.20859999999999998,5407.0,0.5504,0.9286000000000001,0.6262000000000001,91.99260000000001,8.716385800000001,3.6857021987871748,29.561294504228226,8.0,41918.0
pepsin,Pepsin_2221,0.2122,4338.4,0.5218,0.9304,0.6035999999999999,92.0862,7.5586167799999995,0.027340960621721477,0.219289064980121,14.0,41918.0
pepsin,Pepsin_224,0.2754,5584.2,0.6368,0.9294,0.6952,92.638,7.244970499999999,0.0,0.0,201.0,41918.0
pepsin,Pepsin_2320,0.1766,4351.8,0.49400000000000005,0.9276,0.5808,91.7076,9.0214684,5.706870944650802,45.7721442464774,7.0,41918.0
pepsin,Pepsin_2375,0.1742,3956.8,0.4842000000000001,0.9286000000000001,0.5734,92.175,10.230258899999999,6.049676577231141,48.521627985491996,4.0,41918.0
pepsin,Pepsin_2565,0.15860000000000002,4300.0,0.47220000000000006,0.9252,0.5628,91.4924,9.3914904,8.642951143432446,69.32107108944857,7.0,41918.0
pepsin,Pepsin_405,0.1998,4162.2,0.5088,0.9308,0.5933999999999999,92.18679999999999,8.8654535,3.94561352235023,31.645921738452273,2.0,41918.0
pepsin,Pepsin_441,0.1682,3463.8,0.4608,0.9292,0.5546,92.11179999999999,8.85359422,5.759371234184426,46.19322452826778,3.0,41918.0
pepsin,Pepsin_716,0.217,3752.4,0.5422,0.9356,0.6208,93.0604,8.7753573,4.155372503160779,33.328300474500956,6.0,41918.0
pepsin,Pepsin_770,0.20059999999999997,3545.0,0.485,0.932,0.5744,92.3412,7.8831346,1.5256252724458093,12.236327177139952,11.0,41918.0
pepsin,Pepsin_840,0.1918,4399.6,0.5147999999999999,0.9286000000000001,0.5978,92.01759999999999,9.961362300000001,7.884884246005166,63.2409708534261,10.0,41918.0
pepsin,Pepsin_909,0.15860000000000002,4334.4,0.46840000000000004,0.9248000000000001,0.5598,91.5252,10.272507200000002,7.557739991546486,60.6170997076234,6.0,41918.0
pepsin,S8B_1042,0.18780000000000002,4046.0,0.484,0.923,0.5718,91.2872,8.574613,2.196144359020244,17.61424734536609,709.0,41918.0
pepsin,S8B_1071,0.20099999999999998,3627.6,0.4862,0.932,0.575,92.327,7.6459038800000005,0.5922591763185778,4.750234009613233,4.0,41918.0
pepsin,S8B_1097,0.22160000000000002,4904.4,0.5474,0.9286000000000001,0.6235999999999999,91.922,9.6523307,3.4129821765372,27.373934685091434,31.0,41918.0
pepsin,S8B_1280,0.16899999999999998,4166.8,0.4766,0.9268000000000001,0.5664,92.0602,10.7255786,4.524914171228101,36.2922214567541,10.0,41918.0
pepsin,S8B_1357,0.20400000000000001,5752.4,0.5528000000000001,0.9252,0.627,91.09,8.44072544,3.2685524849384713,26.21553164050747,385.0,41918.0
pepsin,S8B_1414,0.1938,4188.2,0.4922000000000001,0.9268000000000001,0.5794,91.612,9.9386546,3.908117526811168,31.345183885235553,12.0,41918.0
pepsin,S8B_1664,0.19260000000000002,4737.2,0.4948,0.9262,0.5810000000000001,91.422,7.824305000000001,2.7084670810936347,21.72334842070609,13.0,41918.0
pepsin,S8B_1726,0.20179999999999998,5351.2,0.5232,0.9238,0.6035999999999999,91.1122,7.21146138,0.2708225639712128,2.172141193224357,489.0,41918.0
pepsin,S8B_1779,0.3084,6138.8,0.6779999999999999,0.9381999999999999,0.7302,93.5506,7.609208219999999,2.185674185453874,17.530270977332965,15.0,41918.0
pepsin,S8B_1913,0.1946,3719.0,0.47380000000000005,0.9268000000000001,0.5644,91.6716,7.4854861999999995,0.38507319899438697,3.0884921318125356,10.0,41918.0
pepsin,S8B_2253,0.1704,3447.0,0.425,0.9232000000000001,0.5246000000000001,90.9984,7.41731454,6.680999313189652,53.585172547238145,20.0,41918.0
pepsin,S8B_2365,0.1762,4948.8,0.511,0.9272,0.5938,91.8298,8.8356748,3.053823237178784,24.49328871654463,10.0,41918.0
pepsin,S8B_2791,0.1948,5473.2,0.5307999999999999,0.9236000000000001,0.6093999999999999,90.9238,8.7383547,2.0449418649712,16.401522818184155,494.0,41918.0
pepsin,S8B_2829,0.20299999999999999,3164.8,0.5054000000000001,0.9358000000000001,0.5913999999999999,93.32000000000001,8.6941002,4.137683334300877,33.1864239196413,2.0,41918.0
pepsin,S8B_30,0.1854,3921.8,0.4688,0.9274000000000001,0.5606,91.4114,7.892366340000001,1.6741337935680716,13.427444606737822,14.0,41918.0
pepsin,S8B_3054,0.2246,3780.2,0.536,0.9338000000000001,0.6154,93.05,7.33468718,0.675539883843827,5.418189636219338,8.0,41918.0
pepsin,S8B_3165,0.185,4721.4,0.5118,0.9258000000000001,0.5944,91.588,11.0273944,9.778053432047237,78.42519595803046,33.0,41918.0
pepsin,S8B_3196,0.193,4528.2,0.512,0.9282,0.595,91.76660000000001,8.09855734,2.248609500795855,18.035045723418794,9.0,41918.0
pepsin,S8B_512,0.1898,3823.0,0.5006,0.931,0.5866,92.45219999999999,8.90356566,4.361449017810908,34.98114387079651,7.0,41918.0
pepsin,S8B_517,0.2104,3712.6,0.5018,0.932,0.588,92.3718,7.1623953600000005,0.46997254557679263,3.7694301056848944,4.0,41918.0
pepsin,S8B_543,0.16899999999999998,3959.2,0.476,0.9282,0.5666,92.2772,13.059810099999998,11.051028075157681,88.63513053543217,5.0,41918.0
pepsin,S8B_544,0.2012,4369.0,0.5147999999999999,0.929,0.5976,91.9556,8.57586754,1.7892148540952704,14.350456000122474,12.0,41918.0
pepsin,S8B_69,0.185,4057.4,0.4946,0.9292,0.5818,92.0844,9.8160388,4.489824683401683,36.01078507701061,7.0,41918.0
pepsin,S8B_77,0.187,3716.4,0.4720000000000001,0.9288000000000001,0.5631999999999999,92.0442,11.0333472,7.171803489775172,57.52168342777649,5.0,41918.0
pepsin,S8B_884,0.2104,4043.6,0.5206000000000001,0.9324,0.603,92.7124,9.73965182,5.027463740258812,40.32293663986856,2.0,41918.0
pepsin,Thermolysin_1,0.1898,4325.0,0.48840000000000006,0.9258000000000001,0.5756,91.48179999999999,7.951297739999999,3.8613628551279633,30.970186518511092,8.0,41918.0
pepsin,Thermolysin_1166,0.16219999999999998,3871.4,0.48860000000000003,0.9252,0.576,92.0316,9.7761642,1.6256199230041968,13.038337528105524,90.0,41918.0
pepsin,Thermolysin_1225,0.219,3870.6,0.55,0.9352,0.6268,93.4488,8.7953272,2.8833897747557913,23.126321581294448,8.0,41918.0
pepsin,Thermolysin_1445,0.1754,3555.2,0.48819999999999997,0.9278000000000001,0.5761999999999999,92.16159999999999,9.904279800000001,5.576864397817622,44.72942250415161,105.0,41918.0
pepsin,Thermolysin_164,0.1724,4235.4,0.47300000000000003,0.9262,0.5636,91.4372,8.33544548,3.530325494360646,28.315090586787342,16.0,41918.0
pepsin,Thermolysin_1713,0.1758,3576.2,0.45220000000000005,0.9246000000000001,0.5469999999999999,91.4798,8.043637799999999,5.015248201093565,40.22496151021467,16.0,41918.0
pepsin,Thermolysin_2182,0.18580000000000002,3903.4,0.49800000000000005,0.9306000000000001,0.5843999999999999,92.24600000000001,9.3885316,4.935478129230465,39.58516305125492,7.0,41918.0
pepsin,Thermolysin_2311,0.2084,4817.8,0.541,0.9256,0.618,92.1054,10.2304842,5.892141764411408,47.25811488940815,88.0,41918.0
pepsin,Thermolysin_3085,0.2198,3755.0,0.5488000000000001,0.9354000000000001,0.626,93.286,7.83849778,0.015215131763587639,0.12203345976570135,11.0,41918.0
pepsin,Thermolysin_3395,0.1748,3967.4,0.4568,0.9254000000000001,0.5506,91.599,8.714552999999999,5.814538196009964,46.63569294201126,13.0,41918.0
pepsin,Thermolysin_350,0.1748,4025.4,0.5082,0.933,0.593,92.74940000000001,9.9854255,7.779080198489214,62.392366044988876,5.0,41918.0
pepsin,Thermolysin_358,0.18460000000000001,3252.0,0.4856,0.9328000000000001,0.5753999999999999,92.7992,9.670318,6.003419601313,48.15062240385788,3.0,41918.0
pepsin,Thermolysin_420,0.20179999999999998,3268.0,0.5396,0.9368000000000001,0.6192,93.5724,8.8454998,2.5022787077608784,20.06960785820403,5.0,41918.0
pepsin,Thermolysin_63,0.225,4387.6,0.5694,0.9349999999999999,0.6422000000000001,93.1624,9.18533786,4.341855847855986,34.82399621315356,5.0,41918.0
pepsin,Thermolysin_777,0.14679999999999999,3066.0,0.4004,0.9134,0.503,90.48400000000001,8.4613876,0.3761653206474594,3.017046203460534,153.0,41918.0
pepsin,Trypsin_1567,0.179,5361.6,0.5352,0.9226000000000001,0.6123999999999999,91.0172,9.09503574,2.695358556999528,21.618211076351685,574.0,41918.0
pepsin,Trypsin_2373,0.1532,4703.2,0.4734,0.9224,0.5634,90.7396,7.833437999999999,2.1863094326384056,17.535365998062282,6.0,41918.0
pepsin,Trypsin_2494,0.18080000000000002,3443.2,0.4708,0.9296000000000001,0.5626,92.1128,8.0348684,0.9291871067466222,7.452575447117598,26.0,41918.0
pepsin,Trypsin_2681,0.20579999999999998,3610.0,0.4958,0.9294,0.5824,92.2882,7.587435719999999,0.1181349519142314,0.9475052286993216,23.0,41918.0
pepsin,Trypsin_3075,0.197,5003.6,0.5307999999999999,0.9278000000000001,0.6102000000000001,91.46340000000001,8.8642854,2.202176581460754,17.662628981879646,9.0,41918.0
pepsin,Trypsin_3575,0.16419999999999998,3622.4,0.44939999999999997,0.9244,0.5446,91.522,9.03117622,5.889508526228697,47.23699491681663,8.0,41918.0
pepsin,Trypsin_4265,0.1738,3976.0,0.4542,0.9200000000000002,0.5474,90.7732,7.4551062,1.1358277536682295,9.109943484666582,328.0,41918.0
pepsin,Trypsin_4530,0.18839999999999998,4461.4,0.49399999999999994,0.9284000000000001,0.5808,91.6442,6.0078949,0.025400352880295917,0.20372435739730457,14.0,41918.0
pepsin,Trypsin_4654,0.1634,4675.8,0.485,0.9212,0.5724,90.57419999999999,7.6257672,0.5028741503168332,4.0333184978892636,13.0,41918.0
pepsin,Trypsin_4901,0.2068,4294.2,0.523,0.9301999999999999,0.6048,92.12780000000001,6.5116218,0.3662563909375757,2.937571310054346,3.0,41918.0
pepsin,Trypsin_510,0.1654,4270.6,0.465,0.921,0.5566000000000001,90.8672,8.1955235,4.06967977168123,32.640999131225776,61.0,41918.0
pepsin,Trypsin_735,0.23479999999999998,4834.4,0.5516,0.93,0.6272,92.44059999999999,8.2837806,3.5312496079219136,28.322502469697742,6.0,41918.0
pepsin,aspartic_peptide_inhibitor_1,0.1992,3559.0,0.554,0.9358000000000001,0.6308,93.29639999999999,8.8825442,3.0679536379322347,24.606622055921036,9.0,41918.0
pepsin,aspartic_peptide_inhibitor_2,0.23700000000000002,3330.2,0.5912,0.9385999999999999,0.6606,93.777,8.177638759999999,2.427544002397095,19.470195720220524,6.0,41918.0
pepsin,aspartic_peptide_inhibitor_3,0.22080000000000002,3559.2,0.578,0.9366,0.6492,93.3462,8.17479246,0.35647291092963374,2.859102590067643,14.0,41918.0
pepsin,aspartic_peptide_inhibitor_4,0.34,4924.2,0.6801999999999999,0.9414,0.7322,94.67,7.43527816,0.0,0.0,8.0,41918.0
pepsin,aspartic_peptide_inhibitor_5,0.2016,3215.6,0.5142,0.9348000000000001,0.5984,93.101,8.02714728,3.4650157541635025,27.791271688831433,5.0,41918.0
pepsin,aspartic_peptide_inhibitor_6,0.6246,5049.0,0.929,0.9495999999999999,0.933,96.916,7.302416920000001,0.0,0.0,2.0,41918.0
pepsin,aspin,0.44700000000000006,71017.0,0.7234,0.8734,0.7534,89.40299999999999,10.73112248,5.699429878170963,45.712462930469705,652.0,41918.0
pepsin,cp-113972,0.3358,1839.4,0.7173999999999999,0.9465999999999999,0.7628,95.8794,7.233737379999999,0.026365822014490798,0.21146793402703562,1.0,41918.0
pepsin,h-256_peptide,0.312,2736.0,0.6816,0.9437999999999999,0.7342000000000001,95.4496,7.28874576,0.02861080908871576,0.2294739259601842,2.0,41918.0
pepsin,pepstatin_a,0.3436,2705.6,0.7062,0.9453999999999999,0.7542,95.4934,7.47159932,0.0,0.0,1.0,41918.0
pepsin,potato_cathepsin_d_inhibitor,0.0014,0.6,0.17980000000000002,0.6626000000000001,0.2762,86.27720000000001,12.8763902,12.531121718676731,100.5062698001021,3241.0,41918.0
pepsin,saccharopepsin_inh,0.054400000000000004,2519.8,0.2942,0.8318,0.40140000000000003,81.0678,13.1089766,8.153171903738855,65.39278074862732,42.0,41918.0
pepsin,sqapi,0.2848,13451.4,0.6452,0.8210000000000001,0.6804,88.3184,8.0090135,0.0,0.0,1546.0,41918.0
