,Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,PDB file path,PKL file path,Distances,SASA,Change in SASA,MSA_depth_peptidase,MSA_depth_inhibitors
pepsin_and_Pepsin_716_3,pepsin,Pepsin_716,0.17,3747,0.5,0.934,0.587,93.089,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,12.168446,12.528048012868759,100.48161704257907,41918,6
pepsin_and_Pepsin_716_4,pepsin,Pepsin_716,0.323,4626,0.711,0.943,0.757,94.673,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.1575365,3.954309446088271,31.71566767796175,41918,6
pepsin_and_Pepsin_716_5,pepsin,Pepsin_716,0.205,3453,0.51,0.936,0.595,92.696,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.584366,0.0,0.0,41918,6
pepsin_and_Pepsin_221_1,pepsin,Pepsin_221,0.197,5265,0.541,0.927,0.619,91.718,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,9.339405,2.7648926307932116,22.175911379477153,41918,8
pepsin_and_Pepsin_221_2,pepsin,Pepsin_221,0.179,4763,0.511,0.921,0.593,91.428,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.654113,3.680496249408167,29.51954001771068,41918,8
pepsin_and_Pepsin_221_3,pepsin,Pepsin_221,0.229,6013,0.578,0.934,0.649,92.804,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.721587,2.656627879040833,21.307570412582873,41918,8
pepsin_and_Pepsin_221_4,pepsin,Pepsin_221,0.207,5505,0.555,0.93,0.63,92.039,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.888107,7.585988094790549,60.84366453954563,41918,8
pepsin_and_Pepsin_221_5,pepsin,Pepsin_221,0.231,5489,0.567,0.931,0.64,91.974,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.978717,1.7405061399031136,13.959786171824781,41918,8
pepsin_and_S8B_3196_1,pepsin,S8B_3196,0.197,4302,0.51,0.925,0.593,91.158,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.955576,3.3727438164196206,27.05120160747209,41918,9
pepsin_and_S8B_3196_2,pepsin,S8B_3196,0.184,3919,0.471,0.922,0.561,91.071,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.529979,1.2416497188270637,9.958692002141992,41918,9
pepsin_and_S8B_3196_3,pepsin,S8B_3196,0.184,4618,0.515,0.931,0.598,92.441,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.906282,6.099381124053819,48.92028492183044,41918,9
pepsin_and_S8B_3196_4,pepsin,S8B_3196,0.226,5271,0.567,0.935,0.64,92.614,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.619337,0.5292728446787722,4.24505008564944,41918,9
pepsin_and_S8B_3196_5,pepsin,S8B_3196,0.174,4531,0.497,0.928,0.583,91.549,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.4816127,0.0,0.0,41918,9
pepsin_and_M36_225_1,pepsin,M36_225,0.164,3907,0.499,0.932,0.585,92.692,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,8.080442,0.7511585619029113,6.024691705990627,41918,10
pepsin_and_M36_225_2,pepsin,M36_225,0.184,3772,0.497,0.929,0.584,92.242,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,9.222391,7.419683807232643,59.50981558576069,41918,10
pepsin_and_M36_225_3,pepsin,M36_225,0.184,3265,0.471,0.933,0.563,92.983,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,9.018359,11.462934688867534,91.93884094375629,41918,10
pepsin_and_M36_225_4,pepsin,M36_225,0.173,3208,0.46,0.933,0.554,92.019,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,9.213186,10.347248117590766,82.99044046832505,41918,10
pepsin_and_M36_225_5,pepsin,M36_225,0.177,3255,0.466,0.931,0.559,92.127,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.9217243,0.0,0.0,41918,10
pepsin_and_aspin_1,pepsin,aspin,0.562,89128,0.863,0.924,0.875,92.084,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,8.050626,5.020955140301784,40.27073420197132,41918,652
pepsin_and_aspin_2,pepsin,aspin,0.538,88253,0.852,0.915,0.865,91.361,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.059668,4.466091330903335,35.82043095045986,41918,652
pepsin_and_aspin_3,pepsin,aspin,0.551,88595,0.862,0.917,0.873,91.686,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,11.024785,3.4040891536334783,27.302607905305408,41918,652
pepsin_and_aspin_4,pepsin,aspin,0.001,1,0.16,0.686,0.265,79.681,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,18.611925,11.377793295500682,91.25596162576743,41918,652
pepsin_and_aspin_5,pepsin,aspin,0.583,89108,0.88,0.925,0.889,92.203,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.9086084,4.228220470515533,33.912579968844504,41918,652
pepsin_and_S8B_1414_1,pepsin,S8B_1414,0.195,4578,0.521,0.927,0.603,91.465,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.656795,0.0,0.0,41918,12
pepsin_and_S8B_1414_2,pepsin,S8B_1414,0.192,4302,0.484,0.923,0.572,91.039,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.106656,4.240496998201402,34.01104425891403,41918,12
pepsin_and_S8B_1414_3,pepsin,S8B_1414,0.208,4776,0.535,0.931,0.614,93.191,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,15.885819,12.390624382858165,99.37940634310367,41918,12
pepsin_and_S8B_1414_4,pepsin,S8B_1414,0.191,3521,0.458,0.927,0.552,91.185,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.56614,0.0,0.0,41918,12
pepsin_and_S8B_1414_5,pepsin,S8B_1414,0.183,3764,0.463,0.926,0.556,91.18,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,9.477863,2.9094662529962756,23.335468824160056,41918,12
pepsin_and_S8B_3054_1,pepsin,S8B_3054,0.221,4009,0.556,0.934,0.631,93.081,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.1645417,0.0,0.0,41918,8
pepsin_and_S8B_3054_2,pepsin,S8B_3054,0.191,3827,0.513,0.93,0.597,92.44,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.411793,3.377699419219135,27.090948181096692,41918,8
pepsin_and_S8B_3054_3,pepsin,S8B_3054,0.224,3922,0.551,0.937,0.628,93.503,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.00742,0.0,0.0,41918,8
pepsin_and_S8B_3054_4,pepsin,S8B_3054,0.235,3319,0.501,0.934,0.587,93.033,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.0894275,0.0,0.0,41918,8
pepsin_and_S8B_3054_5,pepsin,S8B_3054,0.252,3824,0.559,0.934,0.634,93.193,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.0002537,0.0,0.0,41918,8
pepsin_and_Pepsin_1710_1,pepsin,Pepsin_1710,0.202,5042,0.538,0.928,0.616,91.718,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,8.3337345,0.8274374973320517,6.636489391498651,41918,5
pepsin_and_Pepsin_1710_2,pepsin,Pepsin_1710,0.234,5717,0.589,0.926,0.656,91.797,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.462706,0.9060592852958687,7.2670780020522034,41918,5
pepsin_and_Pepsin_1710_3,pepsin,Pepsin_1710,0.174,4551,0.498,0.929,0.584,92.264,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.770885,1.834973835061101,14.71746739702519,41918,5
pepsin_and_Pepsin_1710_4,pepsin,Pepsin_1710,0.237,5811,0.586,0.934,0.655,92.26,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.588552,0.66253977079411,5.313921806176692,41918,5
pepsin_and_Pepsin_1710_5,pepsin,Pepsin_1710,0.194,5033,0.532,0.928,0.611,91.727,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,9.930414,5.544555813093461,44.47029044829532,41918,5
pepsin_and_M36_98_1,pepsin,M36_98,0.163,4376,0.487,0.922,0.574,91.264,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,10.211783,0.0,0.0,41918,6
pepsin_and_M36_98_2,pepsin,M36_98,0.165,4007,0.468,0.92,0.559,91.369,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,10.807256,12.733424296250053,102.12884421118105,41918,6
pepsin_and_M36_98_3,pepsin,M36_98,0.139,3958,0.457,0.924,0.551,92.283,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,14.727786,12.348649970175536,99.04274919935465,41918,6
pepsin_and_M36_98_4,pepsin,M36_98,0.195,4508,0.496,0.927,0.582,91.61,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,9.256583,0.0,0.0,41918,6
pepsin_and_M36_98_5,pepsin,M36_98,0.152,3876,0.474,0.923,0.564,91.51,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,9.819747,3.8827498829549216,31.141721871630747,41918,6
pepsin_and_Thermolysin_3085_1,pepsin,Thermolysin_3085,0.213,3935,0.555,0.935,0.631,93.027,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,8.181049,0.0,0.0,41918,11
pepsin_and_Thermolysin_3085_2,pepsin,Thermolysin_3085,0.194,3284,0.5,0.93,0.586,92.806,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.5409923,0.0,0.0,41918,11
pepsin_and_Thermolysin_3085_3,pepsin,Thermolysin_3085,0.209,3344,0.52,0.936,0.603,93.691,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.238919,0.07607565881793822,0.6101672988285067,41918,11
pepsin_and_Thermolysin_3085_4,pepsin,Thermolysin_3085,0.225,3875,0.553,0.937,0.629,93.173,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.555908,0.0,0.0,41918,11
pepsin_and_Thermolysin_3085_5,pepsin,Thermolysin_3085,0.258,4337,0.616,0.939,0.681,93.733,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.6756206,0.0,0.0,41918,11
pepsin_and_aspartic_peptide_inhibitor_1_1,pepsin,aspartic_peptide_inhibitor_1,0.178,3432,0.543,0.934,0.622,92.896,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,9.456884,2.425168998332671,19.451146922783693,41918,9
pepsin_and_aspartic_peptide_inhibitor_1_2,pepsin,aspartic_peptide_inhibitor_1,0.185,3552,0.541,0.933,0.62,93.083,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,9.202154,2.1683531729722607,17.391347232693782,41918,9
pepsin_and_aspartic_peptide_inhibitor_1_3,pepsin,aspartic_peptide_inhibitor_1,0.177,3532,0.529,0.937,0.611,93.639,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.994546,9.274297420218028,74.3848044611648,41918,9
pepsin_and_aspartic_peptide_inhibitor_1_4,pepsin,aspartic_peptide_inhibitor_1,0.213,3631,0.563,0.937,0.638,93.354,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.199072,0.0,0.0,41918,9
pepsin_and_aspartic_peptide_inhibitor_1_5,pepsin,aspartic_peptide_inhibitor_1,0.243,3648,0.594,0.938,0.663,93.51,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,8.560065,1.471948598138214,11.805811662962897,41918,9
pepsin_and_cp-113972_1,pepsin,cp-113972,0.412,2253,0.822,0.949,0.847,96.497,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.2050934,0.0,0.0,41918,1
pepsin_and_cp-113972_2,pepsin,cp-113972,0.318,1730,0.712,0.943,0.758,95.562,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.3007927,0.0,0.0,41918,1
pepsin_and_cp-113972_3,pepsin,cp-113972,0.266,1670,0.628,0.947,0.691,95.71,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.9929123,0.13182911007245401,1.057339670135178,41918,1
pepsin_and_cp-113972_4,pepsin,cp-113972,0.39,1874,0.771,0.949,0.806,96.198,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.286736,0.0,0.0,41918,1
pepsin_and_cp-113972_5,pepsin,cp-113972,0.293,1670,0.654,0.945,0.712,95.43,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.3831525,0.0,0.0,41918,1
pepsin_and_potato_cathepsin_d_inhibitor_1,pepsin,potato_cathepsin_d_inhibitor,0.0,0,0.166,0.657,0.264,85.903,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,14.451415,12.777318359881203,102.48089797787298,41918,3241
pepsin_and_potato_cathepsin_d_inhibitor_2,pepsin,potato_cathepsin_d_inhibitor,0.0,0,0.159,0.658,0.259,86.39,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,16.013386,12.536219839549894,100.54715944457726,41918,3241
pepsin_and_potato_cathepsin_d_inhibitor_3,pepsin,potato_cathepsin_d_inhibitor,0.0,0,0.161,0.658,0.26,86.765,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,12.020572,12.581221016964125,100.90809285341776,41918,3241
pepsin_and_potato_cathepsin_d_inhibitor_4,pepsin,potato_cathepsin_d_inhibitor,0.0,0,0.175,0.66,0.272,85.72,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,11.687819,12.233131045109431,98.11622589917735,41918,3241
